transact_id,date_of_purchase,customer_id,customer_name,product_id,product_name,order_quantity,credit_score,days_given_for_payment,payment_due,actual_repayment_days,product_price,product_cost,profit,profit_margin
3d6beeb5-7537-4c10-ac82-7bea1c6763cb,2022-05-07,C0038,Customer_38,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),15,597,90,2022-08-05,60,2.5,1.3,18.0,92.31
a19f5bc7-3883-4f99-b101-3d58929816b8,2024-06-24,C0044,Customer_44,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),17,827,90,2024-09-22,55,2.0,1.2,13.6,66.67
5e62de10-3083-4807-9781-be1e93f39e78,2023-12-22,C0010,Customer_10,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),18,795,90,2024-03-21,49,2.0,1.0,18.0,100.0
312768da-7f58-4c36-884f-8f4c06835e47,2020-10-11,C0056,Customer_56,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),10,737,30,2020-11-10,69,2.0,1.0,10.0,100.0
4b8f80e1-399c-4c3b-944a-cc857f13a37c,2021-10-26,C0051,Customer_51,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),15,582,90,2022-01-24,67,2.5,1.2,19.5,108.33
24735383-9637-491d-aa04-9de9d6915d53,2024-11-17,C0017,Customer_17,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),17,670,60,2025-01-16,13,1.0,0.4,10.2,150.0
07db4b50-603b-4251-8258-00e4b758f083,2024-03-11,C0038,Customer_38,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),1,653,60,2024-05-10,21,2.3,1.2,1.1,91.67
14a2a618-31f4-44e4-88bc-f9972d40c7f3,2023-07-02,C0040,Customer_40,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),12,820,30,2023-08-01,13,2.0,1.0,12.0,100.0
21ba3eac-e034-412c-9236-0a19600559f2,2023-02-21,C0043,Customer_43,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),11,520,60,2023-04-22,21,2.5,1.2,14.3,108.33
396a11de-ef29-4d04-a9df-53de4055e113,2021-01-12,C0026,Customer_26,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),14,564,30,2021-02-11,74,2.2,1.1,15.4,100.0
32fcd759-4ed2-4a20-a51d-3091671d517c,2021-04-14,C0053,Customer_53,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),18,764,90,2021-07-13,90,2.5,1.2,23.4,108.33
e4863b20-5900-494a-9b2a-b1bfb3f79aba,2023-12-24,C0017,Customer_17,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),9,545,60,2024-02-22,66,3.0,1.5,13.5,100.0
c5c2201f-5c20-4af7-958f-77646ce3f0cf,2022-01-23,C0034,Customer_34,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),14,583,60,2022-03-24,68,1.0,0.4,8.4,150.0
43f8e0ad-2286-4de2-a062-cf831aef4140,2021-04-06,C0041,Customer_41,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),6,706,90,2021-07-05,57,2.0,1.0,6.0,100.0
b7f88000-1518-4750-8f1f-a7ab67cfdc8a,2024-03-18,C0032,Customer_32,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),7,785,60,2024-05-17,24,1.8,0.8,7.0,125.0
9d297a6e-578f-4a86-9f0b-deddb530fa18,2024-11-09,C0036,Customer_36,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),4,735,60,2025-01-08,93,2.5,1.4,4.4,78.57
084403af-3e7c-4354-959f-c87ddbb36fdb,2025-01-26,C0035,Customer_35,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),6,731,30,2025-02-25,61,1.8,0.8,6.0,125.0
c7a50788-2398-4404-a00c-99a9b4ef6084,2020-11-20,C0048,Customer_48,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),7,552,90,2021-02-18,87,2.3,1.2,7.7,91.67
b79f7e18-ff05-4338-aaee-c0e87b536f26,2020-05-10,C0011,Customer_11,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),12,629,60,2020-07-09,60,2.5,1.4,13.2,78.57
a686cf08-433f-4cb8-9668-a48580f14f6e,2022-11-25,C0018,Customer_18,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),20,557,90,2023-02-23,40,3.0,1.5,30.0,100.0
81d25b00-cda6-40b3-ab2e-452f4bee3fd9,2024-01-20,C0019,Customer_19,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),16,701,60,2024-03-20,61,3.0,1.5,24.0,100.0
6811d99a-b63b-4ebc-94f5-3bd9034a65c6,2021-07-15,C0023,Customer_23,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),8,613,90,2021-10-13,82,2.5,1.2,10.4,108.33
12ae5645-0485-43e0-a082-cbdc1672b2de,2024-01-04,C0035,Customer_35,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),5,843,30,2024-02-03,33,2.5,1.4,5.5,78.57
329555e9-2d99-4e6c-8c60-7d228396c823,2021-06-02,C0049,Customer_49,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),15,570,30,2021-07-02,95,2.5,1.4,16.5,78.57
b608f1f0-69ea-4aee-9bbd-cc0809d80900,2021-05-23,C0034,Customer_34,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),4,762,90,2021-08-21,92,2.0,1.0,4.0,100.0
de127d6b-40e7-44de-a644-a5f535dc0572,2024-09-29,C0025,Customer_25,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),1,723,90,2024-12-28,14,2.2,1.1,1.1,100.0
8179f8d6-bc6f-460f-9974-b98a3d495152,2024-11-27,C0039,Customer_39,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),4,638,60,2025-01-26,78,2.0,1.0,4.0,100.0
6f683630-928e-4130-9db1-4ba1ea5045bd,2023-03-25,C0057,Customer_57,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),13,513,30,2023-04-24,13,2.2,1.1,14.3,100.0
3a3579a1-b3bf-47f3-8b5a-9094efee9a02,2020-04-06,C0014,Customer_14,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),20,824,30,2020-05-06,42,2.0,1.2,16.0,66.67
f7fd76e4-b560-4d95-8fb3-f89bb92b0231,2020-12-14,C0033,Customer_33,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),16,766,90,2021-03-14,18,1.0,0.4,9.6,150.0
99d322c5-8a39-467a-85a6-509c27bc631f,2022-12-08,C0024,Customer_24,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),3,813,30,2023-01-07,34,2.2,1.1,3.3,100.0
499c62e7-5ed5-420e-a16a-a9229fdef024,2022-05-24,C0044,Customer_44,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),5,619,30,2022-06-23,92,2.5,1.3,6.0,92.31
e0d55830-cb95-477c-a45a-631bf71f1098,2022-04-25,C0049,Customer_49,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),6,740,30,2022-05-25,65,2.2,1.1,6.6,100.0
0add2a4b-b8c6-4895-9a4e-73ee5bfd37a3,2021-07-31,C0037,Customer_37,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),6,798,90,2021-10-29,2,1.0,0.4,3.6,150.0
f90c1e94-8bf6-4029-90aa-cbb511492692,2022-04-07,C0022,Customer_22,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),4,514,30,2022-05-07,35,2.2,1.1,4.4,100.0
103567e1-44b0-4831-9a18-3f4b69734fc7,2023-08-04,C0012,Customer_12,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),13,793,90,2023-11-02,44,2.5,1.4,14.3,78.57
e75cef53-1054-421b-a013-8a86c7d50a87,2022-03-29,C0028,Customer_28,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),2,607,90,2022-06-27,75,2.2,1.1,2.2,100.0
a3674ee7-c4de-4b5e-9d9a-382928369614,2022-04-21,C0029,Customer_29,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),1,617,30,2022-05-21,97,2.2,1.1,1.1,100.0
c870ac5d-314c-41b9-a1f3-646320b5f695,2021-01-05,C0047,Customer_47,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),18,805,90,2021-04-05,88,2.3,1.2,19.8,91.67
cf0ce6d4-31cb-49f2-8171-2403e35f1e2f,2023-04-11,C0031,Customer_31,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),5,776,60,2023-06-10,12,2.5,1.3,6.0,92.31
c4d10baf-d69b-4c36-80a9-d06b0fbb6c1d,2021-04-07,C0006,Customer_6,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),7,552,60,2021-06-06,98,2.0,1.0,7.0,100.0
d9a42b3e-b548-4243-89af-599b00b2dcc0,2023-09-13,C0055,Customer_55,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),20,738,60,2023-11-12,16,2.0,1.0,20.0,100.0
58569c14-3a58-4f0b-acb9-76487b180a6f,2024-12-08,C0046,Customer_46,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),16,799,60,2025-02-06,83,2.0,1.2,12.8,66.67
5df4976a-95a0-4d3f-87bb-2ab9e4302b7d,2020-10-20,C0002,Customer_2,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),19,641,30,2020-11-19,51,2.0,1.2,15.2,66.67
985d4b2b-a40b-4ce0-affe-97336a3fb6f0,2022-05-25,C0038,Customer_38,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),20,535,60,2022-07-24,62,2.0,1.0,20.0,100.0
b1f97c54-3cd6-4c3e-b9b1-fb00f77e9290,2025-03-20,C0056,Customer_56,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),12,583,30,2025-04-19,53,1.8,0.8,12.0,125.0
a80a3c3a-2053-4477-a8ba-e00d0da429d9,2023-03-17,C0030,Customer_30,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),6,629,60,2023-05-16,33,3.0,1.5,9.0,100.0
9a2ec5c6-dc77-45f5-b00a-af75dd36be05,2020-10-10,C0059,Customer_59,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),20,655,90,2021-01-08,95,2.5,1.4,22.0,78.57
1629fbaa-1278-4465-b2f3-b13b4bdfbc88,2025-02-10,C0044,Customer_44,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),19,573,60,2025-04-11,97,2.2,1.1,20.9,100.0
ab2810d0-288c-474f-bade-11ef9f1496eb,2023-09-13,C0048,Customer_48,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),3,733,30,2023-10-13,36,2.5,1.4,3.3,78.57
5a3ea508-a703-4cf1-859d-a97dc234ffe2,2023-03-06,C0043,Customer_43,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),10,703,30,2023-04-05,87,1.0,0.4,6.0,150.0
f1f98865-a35e-4e02-8361-a541835baab9,2021-05-07,C0004,Customer_4,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),1,681,30,2021-06-06,88,2.5,1.2,1.3,108.33
ed47916f-458d-4408-80a0-855230768b07,2023-08-22,C0050,Customer_50,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),17,761,60,2023-10-21,26,1.8,0.8,17.0,125.0
f0cc5f95-37ad-4737-890a-86b34697e5a6,2020-05-29,C0001,Customer_1,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),15,526,90,2020-08-27,44,2.5,1.3,18.0,92.31
c8862778-794b-4a98-9417-a1dbd8f86804,2022-10-02,C0005,Customer_5,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),15,601,90,2022-12-31,67,2.2,1.1,16.5,100.0
056faa0c-1765-4df5-8d5f-5856b6d734e9,2022-07-02,C0050,Customer_50,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),1,793,90,2022-09-30,86,1.0,0.4,0.6,150.0
644148f2-626e-4722-a9ca-c8985541bc08,2022-08-03,C0002,Customer_2,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),20,732,90,2022-11-01,77,2.5,1.2,26.0,108.33
355a1208-d160-4d36-9684-9d054f322209,2022-11-14,C0048,Customer_48,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),20,595,30,2022-12-14,69,2.0,1.0,20.0,100.0
41ef7876-8d57-4fed-b806-638176dd9d93,2024-02-02,C0003,Customer_3,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),6,798,30,2024-03-03,47,2.0,1.2,4.8,66.67
4a4c1905-655d-4be2-bc98-adc310a758fd,2021-11-08,C0030,Customer_30,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),2,706,30,2021-12-08,81,2.0,1.2,1.6,66.67
7416326e-fe91-4399-94e1-e15e749f6283,2021-11-11,C0009,Customer_9,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),7,741,90,2022-02-09,6,2.3,1.2,7.7,91.67
b70a6c8c-ee9c-409d-811b-95adeadce220,2023-07-03,C0055,Customer_55,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),18,850,30,2023-08-02,10,2.5,1.2,23.4,108.33
9004e5b9-faa2-480e-acdf-75a5296db707,2024-03-29,C0046,Customer_46,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),12,820,90,2024-06-27,72,1.8,0.8,12.0,125.0
537bdf0e-be22-4a2e-b8c4-73ca1bb45029,2024-12-24,C0029,Customer_29,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),7,850,30,2025-01-23,84,2.5,1.2,9.1,108.33
2bd063c3-4df8-4c34-ba13-96ea3e26231b,2021-06-13,C0033,Customer_33,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),16,817,60,2021-08-12,40,2.5,1.4,17.6,78.57
95b6af0a-dde4-454a-b345-6660ee49457a,2023-01-18,C0046,Customer_46,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),4,579,60,2023-03-19,90,1.0,0.4,2.4,150.0
41004a91-e25a-4eed-b19e-9f4a8f93a1f9,2024-05-11,C0047,Customer_47,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),18,669,90,2024-08-09,25,3.0,1.5,27.0,100.0
e9e04974-dfe3-435b-8ffa-3cbdadc91a0e,2024-07-12,C0033,Customer_33,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),10,830,90,2024-10-10,42,2.0,1.0,10.0,100.0
42d3a2ea-8b61-4ff3-9af3-4e1ea4606390,2021-02-15,C0042,Customer_42,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),10,639,30,2021-03-17,33,1.8,0.8,10.0,125.0
602ad421-5857-4f44-8915-ba712e8011c7,2023-04-06,C0029,Customer_29,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),7,595,90,2023-07-05,35,2.0,1.2,5.6,66.67
3e5b3df0-646a-4f6d-a448-1c3e53f01d92,2020-08-08,C0021,Customer_21,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),9,824,30,2020-09-07,78,2.5,1.2,11.7,108.33
212daebe-d65d-4940-9e8a-f019f25d6fb2,2023-03-31,C0015,Customer_15,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),4,847,90,2023-06-29,71,1.0,0.4,2.4,150.0
0265b21c-3b08-4b84-9f18-af9358a4b938,2024-04-23,C0022,Customer_22,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),5,800,90,2024-07-22,47,2.5,1.2,6.5,108.33
